file,line,kind,operation,scope
include/search_v2.cuh,1444,thrust,thrust::reduce,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1445,thrust,thrust::exclusive_scan,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1467,thrust,thrust::sort_by_key,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1642,thrust,thrust::reduce,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1650,thrust,thrust::reduce,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1679,thrust,thrust::sort_by_key,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1720,thrust,thrust::reduce,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1721,thrust,thrust::exclusive_scan,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1742,thrust,thrust::sort_by_key,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1886,thrust,thrust::reduce,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1894,thrust,thrust::reduce,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1923,thrust,thrust::sort_by_key,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1964,thrust,thrust::reduce,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1965,thrust,thrust::exclusive_scan,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1986,thrust,thrust::sort_by_key,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2130,thrust,thrust::reduce,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2138,thrust,thrust::reduce,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2167,thrust,thrust::sort_by_key,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2208,thrust,thrust::reduce,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2209,thrust,thrust::exclusive_scan,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2230,thrust,thrust::sort_by_key,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1075,cuda_boundary,cudaMallocManaged,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1076,cuda_boundary,cudaMallocManaged,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1081,cuda_boundary,cudaMemGetInfo,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1100,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1104,cuda_boundary,cudaMemset,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1105,cuda_boundary,cudaMemset,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1125,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1126,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1128,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1163,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1164,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1166,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1179,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1180,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1182,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1192,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1193,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1195,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1202,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1203,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1205,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1210,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1211,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1213,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1265,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1266,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1282,cuda_boundary,cudaMallocManaged,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1283,cuda_boundary,cudaMallocManaged,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1284,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1289,cuda_boundary,cudaMemGetInfo,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1308,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1314,cuda_boundary,cudaMemset,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1335,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1336,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1338,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1340,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1341,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1343,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1381,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1382,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1384,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1396,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1397,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1399,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1405,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1407,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1411,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1412,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1414,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1421,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1422,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1424,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1438,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1439,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1441,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1452,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1453,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1455,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1461,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1462,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1464,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1470,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1472,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1477,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1478,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1480,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1530,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1560,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1561,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1562,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1571,cuda_boundary,cudaMallocManaged,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1572,cuda_boundary,cudaMallocManaged,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1573,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1578,cuda_boundary,cudaMemGetInfo,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1590,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1593,cuda_boundary,cudaMemset,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1613,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1614,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1616,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1618,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1619,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1621,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1657,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1658,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1660,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1672,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1673,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1675,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1681,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1683,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1687,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1688,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1690,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1697,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1698,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1700,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1714,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1715,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1717,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1727,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1728,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1730,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1736,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1737,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1739,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1745,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1747,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1752,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1753,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1755,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1804,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1805,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1806,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1815,cuda_boundary,cudaMallocManaged,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1816,cuda_boundary,cudaMallocManaged,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1817,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1822,cuda_boundary,cudaMemGetInfo,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1834,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1837,cuda_boundary,cudaMemset,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1857,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1858,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1860,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1862,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1863,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1865,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1901,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1902,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1904,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1916,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1917,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1919,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1925,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1927,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1931,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1932,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1934,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1941,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1942,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1944,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1958,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1959,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1961,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1971,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1972,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1974,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1980,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1981,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1983,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1989,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1991,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1996,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1997,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1999,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2048,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2049,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2050,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2059,cuda_boundary,cudaMallocManaged,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2060,cuda_boundary,cudaMallocManaged,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2061,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2066,cuda_boundary,cudaMemGetInfo,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2078,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2081,cuda_boundary,cudaMemset,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2101,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2102,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2104,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2106,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2107,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2109,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2145,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2146,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2148,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2160,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2161,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2163,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2169,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2171,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2175,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2176,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2178,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2185,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2186,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2188,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2202,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2203,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2205,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2215,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2216,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2218,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2224,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2225,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2227,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2233,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2235,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2240,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2241,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2243,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2292,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2293,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2294,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,425,launch,initIndexData,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,439,launch,getPivotDis,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,448,launch,nodeSplit,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,446,thrust,thrust::sort_by_key,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,457,thrust,thrust::reduce,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,27,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,409,cuda_boundary,cudaMallocManaged,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,410,cuda_boundary,cudaMallocManaged,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,412,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,413,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,414,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,415,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,416,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,417,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,418,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,419,cuda_boundary,cudaMemset,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,420,cuda_boundary,cudaMemset,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,421,cuda_boundary,cudaMemset,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,427,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,428,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,430,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,441,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,442,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,444,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,450,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,451,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,453,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,464,cuda_boundary,cudaMemcpy,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,465,cuda_boundary,cudaMemcpy,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,478,cuda_boundary,cudaMemcpy,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,492,cuda_boundary,cudaMemcpy,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,493,cuda_boundary,cudaMemcpy,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,494,cuda_boundary,cudaMemcpy,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,542,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,543,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,544,cuda_boundary,cudaMemcpy,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,547,cuda_boundary,cudaMemcpy,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,558,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/tree.cuh,559,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
